LfNr,Nachname,Vorname,Geschlecht,PLZ,Ort,Strasse,Hausnummer
1690,Lerch,Mehmet,M,93093,Donaustauf,Schwarzer Weg,84
1691,Klose,Georg,M,23845,Sülfeld,Neumann-Neander-Straße,42
1692,Weiler,Nicole,W,97270,Kist,Im Schubigsfeld,122
1693,Buck,Dorothea,W,57635,Werkhausen,Kommgartenweg,49
1694,Fröhlich,Gerrit,M,93059,Regensburg,Bachstraße,156
1695,Scholl,Lina,W,38312,Cramme,Weidmühlenstraße,3
1696,Grün,Miriam,W,27330,Asendorf,Krauthausener Straße,89
1697,Fricke,Lothar,M,21256,Handeloh,Heerweg,68
1698,Brendel,David,M,96146,Altendorf,Miesheimer Weg,154
1699,Damm,Nicole,W,4916,Schönewalde,Gerhard-Fuß-Straße,172
1700,Wegner,Britta,W,17255,Wesenberg,An der Kreisbahn,187
1701,Sauter,David,M,93189,Reichenbach,Küppersgasse,149
1702,Stein,Achim,M,76829,Landau in der Pfalz,Martin-Luther-Platz,89
1703,Hagedorn,Ramona,W,96328,Küps,Kopernikusstraße,105
1704,Springer,Leo,M,54518,Esch,Von-Spee-Straße,124
1705,Walther,Milena,W,57555,Mudersbach,Scharnhorststraße,174
1706,Hagemann,Gerald,M,99976,Anrode,Am Vorbahnhof,102
1707,Fuchs,Richard,M,86568,Hollenbach,Hubertusstraße,178
1708,Heinen,Miriam,W,98666,Masserberg,Im Dehnacker,82
1709,Feldmann,Celine,W,29355,Beedenbostel,Nagelschmiedsgasse,62
1710,Jacobi,Uwe,M,91349,Egloffstein,Raiffeisenstraße,86
1711,Gottschalk,Kirsten,W,23999,Insel Poel,Eibenweg,158
1712,Noack,Julian,M,66894,Krähenberg,Schelle,73
1713,Grund,Melissa,W,54472,Hochscheid,Merowinger Straße,58
1714,Reimers,Tom,M,7427,Schwarzburg,Wirteltorplatz,25
1715,Orth,Malgorzata,W,95503,Hummeltal,Arndtstraße,18
1716,Hering,Joanna,W,67742,Hausweiler,Glashüttenstraße,91
1717,Lehner,Pierre,M,21382,Brietlingen,Lagerstraße,46
1718,Scheel,Carmen,W,96103,Hallstadt,Kolpingstraße,70
1719,Dittrich,Egon,M,49124,Georgsmarienhütte,Stresemannstraße,113
1720,Fink,Justus,M,56767,Kaperich,Liststraße,173
1721,Lück,Manuela,W,65812,Bad Soden,Zu den Blanken,147
1722,Ruf,Astrid,W,6120,Halle (Saale),Nicolosengäßchen,87
1723,Wörner,Christine,W,82396,Pähl,Zum Blümling,170
1724,Krämer,Lydia,W,24329,Dannau,Merzenicher Straße,144
1725,Schwarzer,Guido,M,14552,Michendorf,Hammerau,118
1726,Kaya,Julia,W,42109,Wuppertal,Rurbenden,139
1727,Kurz,Jörn,M,72582,Grabenstetten,Hegelweg,39
1728,Metz,Leif,M,14913,Niederer Fläming,Dechant-Fröls-Straße,116
1729,Kugler,Saskia,W,88370,Ebenweiler,Am Karmel,136
1730,Petri,Reinhold,M,64297,Darmstadt,Fritz-Pley-Straße,193
1731,May,Julien,M,46342,Velen,Am Hagedorn,121
1732,Schlosser,Martina,W,56414,Steinefrenz,Langerweher Straße,48
1733,Kugler,Kai,M,48477,Hörstel,Seestraße,65
1734,Gärtner,Jürgen,M,38120,Braunschweig,Leopoldstraße,26
1735,Wolf,Ludwig,M,74594,Kreßberg,Trierbachweg,77
1736,Brand,Konstantin,M,54595,Orlenbach,Hauptstraße,192
1737,Böhmer,Jeanette,W,25560,Schenefeld,Kirchfeld,140
1738,Meier,Murat,M,18347,Dierhagen,Im Kohnental,100
1739,Winkler,Manuela,W,37359,Wachstedt,Hirschgasse,181
1740,Schwab,Juri,M,23942,Kalkhorst,Am Hansgraben,91
1741,Heß,Mirco,M,31157,Sarstedt,Lendersdorfer Straße,133
1742,Voigt,Josefine,W,45289,Essen,Lessingstraße,114
1743,Grund,Gudrun,W,54518,Dodenburg,Am Sportheim,152
1744,Heimann,Alexander,M,39171,Sülzetal,Sonnenweg,87
1745,Kuhlmann,Rene,M,83700,Rottach-Egern,Scharnhorststraße,47
1746,Thieme,Carla,W,93104,Sünching,Ursulinenstraße,192
1747,Schütt,Kim,W,78351,Bodman-Ludwigshafen,Altenteich,80
1748,Pütz,Eike,M,54673,Neuerburg,Frohnhofstraße,80
1749,Seiler,Carlotta,W,67280,Ebertsheim,An der Apfelwiese,42
1750,Brandes,Andrea,W,34537,Bad Wildungen,Annaplatz,60
1751,Backhaus,Sigrid,W,85667,Oberpframmern,Am Jesuitenhof,64
1752,Schultze,Nicole,W,84367,Tann,Oststraße,24
1753,Hannemann,Marita,W,17506,Bandelin,Steinbißstraße,112
1754,Kretschmer,Britta,W,84048,Mainburg,Nideggener Straße,118
1755,Scheller,Adam,M,49152,Bad Essen,Wachtelweg,72
1756,Hamann,Darius,M,54518,Bruch,Cannstatter Straße,54
1757,Oswald,Leo,M,64354,Reinheim,Viandener Straße,63
1758,Held,Thomas,M,53945,Blankenheim,Eschstraße,161
1759,Eichhorn,Erich,M,73345,Drackenstein,Rurdammweg,16
1760,Horstmann,Jasper,M,79674,Todtnau,Kölnstraße,112
1761,Korn,Ilka,W,63930,Neunkirchen,Nörvenicher Straße,199
1762,Dörr,Ivan,M,83539,Pfaffing,Europaplatz,90
1763,Hanisch,Angelina,W,55499,Riesweiler,Hohenzollernstraße,140
1764,Böttger,Sandra,W,17349,Kublank,Buschbenden,142
1765,Sahin,Franziska,W,27612,Loxstedt,Weckspfad,101
1766,Hirsch,Cornelia,W,2906,Mücka - Mikow,Waldstraße,126
1767,Lerch,Steffen,M,73344,Gruibingen,Merianstraße,153
1768,Thiel,Siegfried,M,54687,Arzfeld,Andreas-Kufferath-Platz,162
1769,Löhr,Bettina,W,21441,Garstedt,An der Scheidheck,47
1770,Ebner,Victoria,W,57612,Giesenhausen,Gerichtsweg,152
1771,Palm,Susanne,W,91785,Pleinfeld,Uferstraße,169
1772,Höhn,Franz,M,85604,Zorneding,Am Alten Wasserturm,80
1773,Paulus,Fred,M,9122,Chemnitz,Schlehdornweg,27
1774,Reitz,Ahmed,M,55278,Köngernheim,Von-Spee-Straße,148
1775,Scherer,Vladimir,M,29591,Römstedt,Pletzergasse,184
1776,Böhm,Eugen,M,77656,Offenburg,Birkenalle,187
1777,Kirchner,Svantje,W,25774,Groven,Humboldtstraße,135
1778,Schott,Ricarda,W,93455,Traitsching,Beethovenweg,125
1779,Seifert,Noah,M,24975,Ausacker,Auf der Kall,72
1780,Riemer,Gerald,M,23972,Lübow,Sauerbruchstraße,28
1781,Richter,Kathleen,W,15848,Friedland,Albrecht-Dürer-Straße,135
1782,Henkel,Frank,M,54570,Mürlenbach,Arndtstraße,189
1783,Wirtz,Hella,W,9212,Limbach-Oberfrohna,Erftstraße,109
1784,Fiedler,John,M,78730,Lauterbach,Feldstraße,191
1785,Rauscher,Steffen,M,66849,Landstuhl,Reginastraße,188
1786,Schaller,Joachim,M,10785,Berlin,Ratsstraße,132
1787,Winter,Ines,W,7629,St. Gangloff,Fehlender Feld,49
1788,Jahn,Emma,W,15537,Gosen-Neu Zittau,Dr.-Pesch-Straße,76
1789,Yilmaz,Erich,M,91077,Kleinsendelbach,Waisenhausstraße,36
1790,Kluge,Marc,M,48527,Nordhorn,Elsdorfer Straße,93
1791,Fuhrmann,Jakob,M,85084,Reichertshofen,Grüngürtel,32
1792,Hauser,Oliver,M,3099,Kolkwitz,Oberstraße,107
1793,Vogler,Matthias,M,24582,Bordesholm,Moltkestraße,181
1794,Mangold,Siegfried,M,17375,Altwarp,Pfalzstraße,199
1795,Tietz,Johanna,W,94419,Reisbach,Auf dem Bruchkamp,124
1796,Wiegand,Ina,W,4178,Leipzig,Grüngürtel,81
1797,Maaß,Rudolf,M,25572,Vaale,Josef-Ebertz-Platz,178
1798,Berner,Margrit,W,82395,Obersöchering,Auf dem Büchel,141
1799,Winter,Juri,M,41239,Mönchengladbach,Erlenstraße,41
1800,Grimm,Edeltraud,W,9405,Zschopau,Eisenstraße,40
1801,Richter,Antonio,M,88416,Ochsenhausen,Gillesweg,52
1802,Steffen,Otto,M,24805,Prinzenmoor,Am Gieselspfad,102
1803,Becher,Corinna,W,54662,Philippsheim,Kreuzstraße,101
1804,Wagener,Ulf,M,23714,Kirchnüchel,Dechant-Bohnekamp-Straße,100
1805,Kretschmer,Knut,M,17153,Kittendorf,Schubertweg,73
1806,Heuer,Eberhard,M,52538,Gangelt,Am Sportheim,169
1807,Ortmann,Lorenz,M,94072,Bad Füssing,Isolastraße,94
1808,Sahin,Astrid,W,48336,Sassenberg,Winand-Dammers-Straße,91
1809,Thomsen,Imke,W,50935,Köln,Markusstraße,198
1810,Wolter,Werner,M,51598,Friesenhagen,Böttcherstraße,25
1811,Theis,Annelie,W,24118,Kiel,Mirweilerweg,141
1812,Heinz,Raimund,M,37359,Wachstedt,Schillingsstraße,146
1813,Nguyen,Tina,W,91781,Weißenburg i. Bay.,Engengraben,147
1814,Bartels,Susanne,W,49143,Bissendorf,Baumschulenweg,110
1815,Fröhlich,Jonathan,M,54523,Hetzerath,Meiringplatz,111
1816,Baur,Martha,W,83368,Traunreut,Zeppelinstraße,115
1817,Renz,Anne,W,49205,Hasbergen,Rurbenden,82
1818,Barthel,Josef,M,10365,Berlin,An Gut Boisdorf,111
1819,Johannsen,Lena,W,12163,Berlin,Engelbert-Nyt-Straße,80
1820,Graf,Uta,W,1979,Lauchhammer,Draemannsmühle,24
1821,Neuhaus,Deniz,M,97493,Bergrheinfeld,Am Weckshof,185
1822,Rothe,Magdalena,W,56479,Neustadt/ Westerwald,Im Pützbroich,125
1823,Miller,Monika,W,75438,Knittlingen,Koenenstraße,196
1824,Kellermann,Winfried,M,97783,Karsbach,Kölnstraße,67
1825,Maier,Richard,M,39539,Havelberg,Max-Planck-Straße,116
1826,Drechsler,Willi,M,79539,Lörrach,Monschauer Landstraße,69
1827,Eichler,Gabriela,W,98590,Rosa,Roermonder Straße,71
1828,Wild,Maja,W,17398,Neu Kosenow,Breitenbend,5
1829,Börner,Achim,M,55595,Spall,Gutenbergstraße,83
1830,Brehm,Manuel,M,83083,Riedering,Cornetzhof,42
1831,Schnell,Laura,W,76829,Leinsweiler,Koenenstraße,98
1832,Schnabel,Kerstin,W,25594,Vaale,Alexanderstraße,158
1833,Bruns,Joana,W,31655,Stadthagen,Alberoplatz,123
1834,Lohse,Roger,M,1277,Dresden,Breslauer Straße,40
1835,Oppermann,Dietmar,M,56598,Hammerstein,Liebigstraße,39
1836,Zimmermann,Leonard,M,93173,Wenzenbach,Gartenstraße,35
1837,Michael,Richard,M,84552,Geratskirchen,Kufferather Platz,54
1838,Dittrich,Tino,M,27239,Twistringen,Ursulastraße,199
1839,Reitz,Fabian,M,23858,Wesenberg,Campingstraße,57
1840,Stock,Rosa,W,89614,Öpfingen,Frohnhofstraße,97
1841,Schatz,Ilka,W,74850,Schefflenz,Frankenstraße,139
1842,Cordes,Rudolf,M,72135,Dettenhausen,Obererz,127
1843,Schmitt,Adam,M,8223,Werda,Buchenstraße,21
1844,Brüning,Ronja,W,87650,Baisweil,Zollhausstraße,80
1845,Rogge,Celine,W,69518,Abtsteinach,Am Getzer Acker,143
1846,Rademacher,Jannis,M,24534,Neumünster,Miesheimer Weg,2
1847,Kretschmer,Hartwig,M,25813,Schwesing,Hüttenstraße,175
1848,Schwarz,Roswita,W,66871,Etschberg,Euskirchener Straße,97
1849,Ebeling,Lydia,W,39326,Hohe Börde,Auf dem Hahnberg,174
1850,Reichelt,Jeanette,W,66885,Bedesbach,Behringstraße,142
1851,Veit,Elena,W,53545,Linz am Rhein,Liststraße,129
1852,Moritz,Lea,W,88348,Bad Saulgau,Novalisstraße,120
1853,Richter,Albert,M,55569,Nußbaum,Flemingstraße,56
1854,Jonas,Ronja,W,49453,Hemsloh,Asternstraße,85
1855,Hoch,Nicole,W,97922,Lauda-Königshofen,Merianstraße,110
1856,Meißner,Hans,M,52379,Langerwehe,Constanze-Königsfeld-Weg,174
1857,Henning,Carsten,M,47058,Duisburg,In der Laag,10
1858,Brand,Vincent,M,54518,Esch,Sepp-Herberger-Platz,33
1859,Post,Ahmed,M,54649,Eilscheid,In der Kaul,168
1860,Helbig,Ruth,W,13407,Berlin,Am Sandberg,117
1861,Schultz,Gerrit,M,37632,Holzen,Annabergweg,90
1862,Krämer,Ute,W,67259,Beindersheim,Saarstraße,100
1863,Schiller,Celine,W,97493,Bergrheinfeld,An der Kuhbrücke,19
1864,Sprenger,Renate,W,71155,Altdorf,Taunusstraße,34
1865,Schlosser,Justin,M,17309,Brietzig,Königsberger Straße,16
1866,Hirsch,Detlef,M,18299,Dolgen am See,Professor-Hahn-Straße,138
1867,Brauer,Albert,M,48366,Laer,Kufferather Platz,39
1868,Thoma,Hatice,W,67586,Hillesheim,Hans-Holbein-Straße,14
1869,Roth,Kay,W,54411,Deuselbach,Gotenweg,181
1870,Meurer,Ronald,M,81547,München,Am Alten Eisenhammer,135
1871,Stein,Beate,W,27404,Heeslingen,Rurstraße,130
1872,Hoch,Yasemin,W,37339,Teistungen,Ricarda-Huch-Straße,66
1873,Biermann,Gesa,W,91740,Röckingen,Am Hansgraben,167
1874,Lindner,Franziska,W,2957,Krauschwitz - Krušwica,Moselstraße,65
1875,Evers,Hartwig,M,25557,Hanerau-Hademarschen,Hammerbenden,38
1876,Simon,Knut,M,86453,Dasing,Schlehdornweg,130
1877,Lohmann,Mario,M,79410,Badenweiler,Nideggener Straße,185
1878,Keil,Mario,M,4639,Ponitz,Am Rosssteig,8
1879,Hildebrandt,Gerald,M,70619,Stuttgart,Hubertusstraße,160
1880,Rath,Juri,M,91757,Treuchtlingen,Heinrich-Dauer-Straße,131
1881,Kirsch,Maurice,M,86568,Hollenbach,Am Breuershäuschen,185
1882,Gärtner,Mario,M,53539,Borler,Arnoldsweilerstraße,44
1883,Engel,Liane,W,17094,Cölpin,Jahnstraße,15
1884,Bernhardt,Leo,M,79348,Freiamt,Zollhausplatz,12
1885,Helm,Hannes,M,7751,Zöllnitz,Ernst-Ohst-Straße,52
1886,Engler,Larissa,W,20359,Hamburg,Alexanderstraße,46
1887,Stratmann,Inga,W,1458,Ottendorf-Okrilla,Fliederbusch,121
1888,Kirsch,Willi,M,35099,Burgwald,Hinter Pastorsgarten,52
1889,Schirmer,Enrico,M,53489,Sinzig,Nibelungenweg,181
1890,Volz,Hasan,M,15306,Fichtenhöhe,Lennarzstraße,23
1891,Trautmann,Dietrich,M,63801,Kleinostheim,Im Kohnental,41
1892,Gebhardt,Gunter,M,23883,Horst,Willy-Brandt-Park,195
1893,Ortmann,Ole,M,52152,Simmerath,Wewordenstraße,160
1894,Wächter,Mike,M,56244,Freilingen,Saint-Hubert-Straße,94
1895,Wittmann,Antje,W,56346,Sankt Goarshausen,Kantstraße,86
1896,Rausch,Ronald,M,72160,Horb am Neckar,Sonnenweg,74
1897,Münch,Leo,M,54413,Bescheid,Wiesenstraße,191
1898,Radtke,Achim,M,24878,Lottorf,Weckspfad,13
1899,Buchner,Johannes,M,24794,Neu Duvenstedt,Am Langen Graben,113
1900,Höhne,Barbara,W,18574,Poseritz,Kapellenstraße,180
1901,Beyer,Emma,W,88480,Achstetten,Ludwigstraße,192
1902,Dittmann,Maja,W,12277,Berlin,Hirschgasse,21
1903,Friese,Henrik,M,63846,Laufach,Neusser Straße,69
1904,Späth,Melanie,W,32108,Bad Salzuflen,Jesuitengasse,44
1905,Großmann,Harry,M,9394,Hohndorf,Tivolistraße,152
1906,Tiedemann,Michael,M,95632,Wunsiedel,Maarstraße,69
1907,Brandl,Martha,W,27419,Kalbe,Meckerstraße,91
1908,Rösler,Johanna,W,17089,Gültz,Miesheimer Weg,44
1909,Wulf,Philipp,M,25451,Quickborn,Samlandweg,175
1910,Büchner,Wladimir,M,7980,Berga/Elster,Veldener Straße,115
1911,Götz,Wladimir,M,94145,Haidmühle,Breite Straße,185
1912,Bernhard,Bodo,M,55767,Meckenbach,Wiesenstraße,46
1913,Hamann,Carolina,W,21227,Bendestorf,Im Weidchen,160
1914,Fink,Isabella,W,97357,Prichsenstadt,Johann-Bergs-Straße,185
1915,Janssen,Nikolas,M,76185,Karlsruhe,Blücherstraße,129
1916,Fuchs,Bodo,M,9392,Auerbach,Ludwigstraße,53
1917,Döring,Tamara,W,54296,Trier,Dampfmühlenstraße,173
1918,Richter,Maria,W,91094,Langensendelbach,Karolingerweg,148
1919,Fritsch,Marina,W,55767,Wilzenberg-Hußweiler,Hans-Brückmann-Straße,184
1920,Klug,Mustafa,M,86465,Welden,Georgstraße,30
1921,Kessler,Josefine,W,37318,Schwobfeld,Am Schlagbaum,162
1922,Benz,Cordula,W,38312,Cramme,Senefelderstraße,174
1923,Diehl,Hans,M,99189,Elxleben,Schmiedestraße,47
1924,Wenzel,Ronja,W,87647,Kraftisried,Max-Oppenheim-Platz,172
1925,Maaß,Jule,W,27412,Hepstedt,Brückenstraße,162
1926,Schick,Melissa,W,24340,Goosefeld,Münsterweg,172
1927,Riemer,Wiebke,W,91809,Wellheim,Zur Lohe,21
1928,Hoffmann,Frederik,M,13355,Berlin,Duffesbach,82
1929,Glaser,Milena,W,7819,Schmieritz,Kirchfeld,166
1930,Steinmetz,Sandra,W,54597,Roth bei Prüm,Franzstraße,122
1931,Schenk,Marvin,M,26931,Elsfleth,Werderstraße,37
1932,Thomsen,Armin,M,10629,Berlin,Karl-Arnold-Straße,1
1933,Schaefer,Sigrid,W,71159,Mötzingen,Hallmannsstraße,136
1934,Matthes,Bettina,W,39291,Möser,Krahkopfstraße,52
1935,Kastner,Maximilian,M,25767,Arkebek,Dr.-Robert-Pütz-Straße,105
1936,Winkler,Ariane,W,82319,Starnberg,Amselweg,187
1937,Reimann,Simone,W,19071,Brüsewitz,Steinbißstraße,107
1938,Wiese,Waldemar,M,31688,Nienstädt,Stresemannstraße,21
1939,Winkelmann,Doreen,W,1640,Coswig,Am Langen Graben,132
1940,Krause,Johannes,M,7407,Rudolstadt,Am Brummenberg,34
1941,Hahn,Louis,M,70839,Gerlingen,Nietzscheweg,74
1942,Möller,Annett,W,18239,Satow,Roermonder Straße,196
1943,Teichmann,Heidemarie,W,63533,Mainhausen,Cranachstraße,38
1944,Steiner,Wladimir,M,21493,Elmenhorst,Eibenweg,120
1945,Stahl,Imke,W,9130,Chemnitz,Bonner Platz,33
1946,Krüger,Steve,M,65824,Schwalbach,Im Pützbroich,176
1947,Schilling,Leon,M,57627,Hachenburg,Genter Straße,181
1948,Seitz,Edeltraud,W,33181,Bad Wünnenberg,Gerichtsweg,128
1949,Schmitz,Jenny,W,17214,Nossentiner Hütte,Montessoriweg,119
1950,Eilers,Olga,W,87496,Untrasried,An der Blockstelle,33
1951,Stiller,Nikolas,M,7639,Bad Klosterlausnitz,Sittergraben,44
1952,Wille,Pierre,M,87782,Unteregg,Langerweher Straße,65
1953,Wiedemann,Birte,W,3096,Guhrow,Hardtstraße,30
1954,Adler,Tim,M,56479,Elsoff (Westerwald),Dresdener Straße,130
1955,Kunz,Margarethe,W,6688,Weißenfels,Stauffenbergstraße,137
1956,Eder,Helene,W,88074,Meckenbeuren,Samlandweg,115
1957,Wittmann,Wladimir,M,56370,Allendorf,Platz der deutschen Einheit,63
1958,Rudolph,Dominik,M,92545,Niedermurach,Königspfad,115
1959,Seidel,Melanie,W,36367,Wartenberg,Viktoriastraße,94
1960,Schuler,Marion,W,73033,Göppingen,Liebigstraße,130
1961,Hagedorn,Anke,W,83483,Bischofswiesen,Berzberger Fahrt,93
1962,Ochs,Rosemarie,W,56269,Dierdorf,Aachener Straße,1
1963,Renner,Nikolaus,M,96369,Weißenbrunn,Bücklersstraße,140
1964,Jordan,Irmgard,W,29588,Oetzen,An der Kuhbrücke,177
1965,Dietrich,Henry,M,40219,Düsseldorf,Neuhausgäßchen,131
1966,Grimm,Ibrahim,M,1945,Hohenbocka,Damaschkestraße,21
1967,Frick,Simon,M,74915,Waibstadt,An der Blockstelle,146
1968,Starke,Erhard,M,78559,Gosheim,Elberfelder Straße,82
1969,Heidrich,Annett,W,61449,Steinbach,Salierweg,24
1970,Kunze,Jörn,M,29614,Soltau,Steglitzstraße,192
1971,Schaub,Hendrik,M,92237,Sulzbach-Rosenberg,Büngelerstraße,47
1972,Börner,Friederike,W,65623,Hahnstätten,Koenenstraße,161
1973,Paul,Fatma,W,71739,Oberriexingen,An der Apfelwiese,148
1974,Bucher,Henrik,M,7318,Saalfeld/Saale,Von-Elmpt-Straße,114
1975,Schindler,Lisa,W,96365,Nordhalben,Jakobusstraße,60
1976,Beyer,Marcel,M,19258,Nostorf,Zeppelinstraße,19
1977,Behnke,Ahmad,M,55471,Wüschheim,Sophienhof,79
1978,Kroll,Ursel,W,97788,Neuendorf,Viktoriastraße,115
1979,Löffler,Sören,M,9306,Rochlitz,Am Courtenbachshof,75
1980,Schaub,Carla,W,25563,Quarnstedt,Tannenbergstraße,175
1981,Brandes,Henry,M,27367,Bötersen,Engelbert-Nyt-Straße,91
1982,Kuhn,Claas,M,4720,Döbeln,Senefelderstraße,10
1983,Heinrichs,Roman,M,56379,Steinsberg,Koenenstraße,29
1984,Blume,Waldemar,M,23795,Schieren,Asternstraße,83
1985,Gehrke,Danuta,W,91616,Neusitz,Wittlicher Straße,99
1986,Heil,Cindy,W,79594,Inzlingen,Hirschgasse,156
1987,Schnabel,Christel,W,73779,Deizisau,Kirchfeld,106
1988,Reimers,Christine,W,21354,Bleckede,Hans-Böckler-Straße,78
1989,Ostermann,Stefan,M,55606,Hochstetten-Dhaun,Lauscherstraße,11
1990,Schumacher,Mandy,W,14715,Schollene,Lommessemstraße,157
1991,Bergmann,Heidi,W,83278,Traunstein,Wittenauer Straße,126
1992,Kaya,Claas,M,59077,Hamm,Ardennenstraße,49
1993,Reichardt,Klaus,M,18249,Penzin,Nikolaus-Otto-Straße,5
1994,Schweitzer,Ludmila,W,71634,Ludwigsburg,Cannstatter Straße,195
1995,Koller,Torben,M,85221,Dachau,Langenberger Straße,3
1996,Link,Leonard,M,84539,Ampfing,Altenteich,168
1997,Hopp,Armin,M,78086,Brigachtal,An St. Barbara,65
1998,Großmann,Marc,M,94133,Röhrnbach,Am Römerbad,98
1999,Kleine,Lea,W,64754,Eberbach,An St. Barbara,177
2000,Seibel,Gunter,M,91336,Heroldsbach,Dr.-Christian-Seybold-Straße,193
2001,Loos,Carolina,W,39340,Haldensleben,Körnerstraße,136
2002,Hensel,Arne,M,76337,Waldbronn,Lennarzstraße,57
2003,Stolz,Cordula,W,56459,Guckheim,Andreas-Kufferath-Platz,128
2004,Busch,Volker,M,33739,Bielefeld,Effertzgasse,161
2005,Jakobs,Thilo,M,73660,Urbach,Im Schubigsfeld,161
2006,Fritsche,Ilse,W,56130,Lahnstein,Brüsseler Straße,72
2007,Franz,Ingo,M,78592,Egesheim,Poststraße,191
2008,Block,Björn,M,18574,Poseritz,Miesheimer Weg,143
2009,Horst,Roswita,W,82069,Schäftlarn,Im Altwerk,148
2010,Menzel,Jean,M,31789,Hameln,Stresemannstraße,28
2011,Koller,Ivan,M,39646,Gardelegen,Alte Jülicher Straße,130
2012,Voigt,Erhard,M,17111,Hohenbollentin,Kämergasse,193
2013,Geißler,Olga,W,97993,Creglingen,Ernst-Bloch-Weg,166
2014,Rupp,Julian,M,25878,Drage,Nikolaus-Otto-Straße,156
2015,Abel,Christin,W,16845,Temnitztal,Mozenborner Straße,59
2016,Großmann,Melissa,W,36448,Bad Liebenstein,Hauptstraße,33
2017,Lüdtke,Lynn,W,54614,Giesdorf,Dorfstraße,155
2018,Brückner,Michael,M,56729,Lind,Sachsenstraße,5
2019,Herold,Felix,M,54439,Palzem,Pestalozzistraße,72
2020,Scheer,Judith,W,14774,Brandenburg an der Havel,Von-Elmpt-Straße,155
2021,Meyer,Toni,M,39397,Gröningen,Arnoldusstraße,98
2022,Reichardt,Anneliese,W,57647,Enspel,Pützgesbenden,170
2023,Scholl,Olga,W,15518,Rauen,Hegelweg,157
2024,Schaper,Lynn,W,67826,Hallgarten,Malteserstraße,66
2025,Lampe,Sofie,W,64846,Groß-Zimmern,Auf dem Büchel,146
2026,Hammer,Gerald,M,58640,Iserlohn,Jakobusstraße,117
2027,Schüler,Jacqueline,W,19406,Witzin,Max-Planck-Straße,113
2028,Brandes,Marita,W,42283,Wuppertal,Wechselsaat,104
2029,Schauer,Noah,M,3238,Sallgast,Talbenden,156
2030,Nitschke,Elvira,W,94121,Salzweg,Ginnizweilerstraße,29
2031,Merten,Natalie,W,31028,Gronau,Gneisenaustraße,123
2032,Schön,Steffen,M,54552,Udler,Ratsstraße,26
2033,Henning,Kurt,M,1945,Schwarzbach,Marie-Juchacz-Straße,10
2034,Trautmann,Joanna,W,55471,Sargenroth,Auweg,153
2035,Schneider,Marlies,W,56414,Dreikirchen,Moltkestraße,140
2036,Eckert,Margit,W,72124,Pliezhausen,Auweg,29
2037,Schürmann,Tanja,W,56745,Weibern,Fliederbusch,61
2038,Siegert,Frederike,W,25842,Bargum,Dornheckweg,25
2039,Löffler,Hendrik,M,45888,Gelsenkirchen,Wenzel-Hollar-Straße,71
2040,Hanke,Wolfgang,M,57539,Breitscheidt,Schlichbachstraße,177
2041,Stock,Svenja,W,85406,Zolling,Zu den Blanken,71
2042,Linke,Ole,M,91364,Unterleinleiter,Am Jugendstadion,150
2043,Heise,Hüseyin,M,97723,Oberthulba,Van-der-Velden-Straße,66
2044,Herrmann,Fritz,M,53520,Drees,Dirichletweg,27
2045,Bertram,Henning,M,60594,Frankfurt am Main,Otto-Suhr-Straße,185
2046,Merten,Marlon,M,55481,Hecken,Gerhard-Fuß-Straße,93
2047,Hempel,Udo,M,38477,Jembke,Mühlenweg,127
2048,Wagener,Benjamin,M,22305,Hamburg,Wiesenstraße,186
2049,Hill,Hubert,M,49577,Eggermühlen,Kröngensgasse,6
2050,Kasper,Heiko,M,45549,Sprockhövel,Gerichtsweg,148
2051,Bernhard,Elena,W,74252,Massenbachhausen,Sepp-Herberger-Platz,123
2052,Vogt,Ulf,M,10629,Berlin,Girbelsrather Straße,23
2053,Funke,Irmgard,W,66484,Walshausen,Felix-Wankel-Straße,29
2054,Schaub,Philipp,M,38176,Wendeburg,Grube-Alfred-Straße,23
2055,Spengler,Anita,W,67283,Obrigheim (Pfalz),Kröngensgasse,76
2056,Karl,Nikolaus,M,8294,Lößnitz,Oststraße,116
2057,Reichert,Julian,M,65474,Bischofsheim,Leo-Steiger-Straße,178
2058,Weiß,Carla,W,59439,Holzwickede,Ulmenstraße,75
2059,Gruber,Lydia,W,63937,Weilbach,Kiefernweg,194
2060,Gottwald,Juri,M,87538,Fischen im Allgäu,Neusser Straße,40
2061,Tietz,Lennard,M,85646,Anzing,Waisenhausstraße,153
2062,Dietze,Irina,W,54298,Eisenach,Pfarrer-Hecker-Straße,116
2063,Heck,Bernhard,M,64732,Bad König,Am Rölsdorfer Weg,92
2064,Gruber,Stefanie,W,53498,Bad Breisig,Dr.-Antonie-Krebs-Straße,154
2065,Helbig,Jonathan,M,23816,Neversdorf,Ernst-Reuter-Straße,88
2066,Haupt,Natascha,W,89293,Kellmünz a.d.Iller,An Gut Nazareth,23
2067,Rother,Emily,W,7333,Unterwellenborn,Mozartweg,3
2068,Lorenzen,Kim,M,85405,Nandlstadt,Sattlerstraße,64
2069,Süß,Bodo,M,65933,Frankfurt am Main,Klapperstraße,142
2070,Schindler,Nikolaus,M,24106,Kiel,Am Adenauerpark,7
2071,Heuer,Heidemarie,W,55234,Dintesheim,Oberstraße,78
2072,Brückner,Milena,W,54340,Bekond,Am Karmel,11
2073,Hirsch,Marvin,M,67161,Gönnheim,Münsterweg,123
2074,Petri,Sofie,W,24242,Felde,Indestraße,7
